Strain,Replicate,Day,Area,Mean,Min,Max,,stack_position,stack,stack_size,group,run,issues,passage
154,1,1,0.313,19902.429,17302,25132,,1,1,12,p4,1,,12
154,2,1,0.304,19198.537,17479,24395,,2,1,12,p4,1,,12
154,3,1,0.443,19631.207,17102,24750,,3,1,12,p4,1,,12
176,1,1,0.263,19173.052,17243,22673,,4,1,12,p4,1,,12
176,2,1,0.536,20148.518,17407,25189,,5,1,12,p4,1,,12
176,3,1,0.312,19277.929,17425,23084,,6,1,12,p4,1,,12
185,1,1,0.453,20361.535,17306,33507,,7,1,12,p4,1,,12
185,2,1,0.285,20435.353,18777,28104,,8,1,12,p4,1,,12
185,3,1,0.417,20173.541,17053,23024,,9,1,12,p4,1,,12
174,1,1,0.478,20144.073,17315,24439,,10,1,12,p4,1,,12
174,2,1,0.223,19387.179,17079,25514,,11,1,12,p4,1,,12
174,3,1,0.539,20153.21,16795,26828,,12,1,12,p4,1,,12
196,1,1,0.29,19583.465,17858,23083,,1,2,12,p4,1,,12
196,2,1,0.454,20029.585,17327,27755,,2,2,12,p4,1,,12
196,3,1,0.282,19753.989,17657,24295,,3,2,12,p4,1,,12
188,1,1,0.256,19860.768,17363,22412,,4,2,12,p4,1,,12
188,2,1,0.654,20432.567,17605,24404,,5,2,12,p4,1,,12
188,3,1,0.211,20602.314,17832,24001,,6,2,12,p4,1,,12
155,1,1,0.434,20044.687,7594,27315,,7,2,12,p4,1,yes,12
155,2,1,0.332,20839.418,15334,24965,,8,2,12,p4,1,,12
155,3,1,0.512,20154.292,17018,23076,,9,2,12,p4,1,,12
168,1,1,0.272,19632.775,17788,22763,,10,2,12,p4,1,,12
168,2,1,0.58,19767.779,17262,26169,,11,2,12,p4,1,,12
168,3,1,0.266,19698.486,17620,22645,,12,2,12,p4,1,,12
180,1,1,0.469,19627.075,17183,28441,,1,3,12,p4,1,,12
180,2,1,0.272,19241.011,17534,22409,,2,3,12,p4,1,,12
180,3,1,0.555,19526.785,17149,26558,,3,3,12,p4,1,,12
190,1,1,0.156,18929.009,17322,23078,,4,3,12,p4,1,,12
190,2,1,0.244,19175.95,17105,26610,,5,3,12,p4,1,,12
190,3,1,0.157,19112.268,17666,23270,,6,3,12,p4,1,,12
157,1,1,0.534,20084.062,16878,32845,,7,3,12,p4,1,,12
157,2,1,0.279,20259.198,18052,22638,,8,3,12,p4,1,,12
157,3,1,0.57,20211.853,17132,23869,,9,3,12,p4,1,,12
171,1,1,0.281,19937.919,17458,23948,,10,3,12,p4,1,,12
171,2,1,0.513,19807.317,17159,25291,,11,3,12,p4,1,,12
171,3,1,0.29,19811.693,17128,30150,,12,3,12,p4,1,,12
181,1,1,0.379,20209.614,16945,24069,,1,4,12,p4,1,,12
181,2,1,0.281,19954.217,17685,22593,,2,4,12,p4,1,,12
181,3,1,0.534,20070.491,16668,25998,,3,4,12,p4,1,,12
162,1,1,0.295,19337.824,17365,23792,,4,4,12,p4,1,,12
162,2,1,0.499,19678.791,17387,27026,,5,4,12,p4,1,,12
162,3,1,0.272,19324.472,17817,22082,,6,4,12,p4,1,,12
Bt22,1,1,0.865,19936.455,16821,25085,,7,4,12,p4,1,,12
Bt22,2,1,0.313,19311.934,17578,26460,,8,4,12,p4,1,,12
Bt22,3,1,0.45,19741.344,17098,25090,,9,4,12,p4,1,,12
KN99,1,1,0.321,20527.89,17604,25853,,10,4,12,p4,1,,12
KN99,2,1,1.013,20079.438,16969,27235,,11,4,12,p4,1,,12
KN99,3,1,0.395,20446.28,17599,24623,,12,4,12,p4,1,,12
194,1,1,0.388,19519.815,16982,26393,,1,5,12,p4,1,,12
194,2,1,0.297,19435.008,17621,22981,,2,5,12,p4,1,,12
194,3,1,0.533,19762.413,17389,25405,,3,5,12,p4,1,,12
201,1,1,0.281,20122.246,18155,22370,,4,5,12,p4,1,,12
201,2,1,0.573,20348.106,17247,34068,,5,5,12,p4,1,,12
201,3,1,0.475,20226.924,18218,22420,,6,5,12,p4,1,,12
187,1,1,0.499,20226.616,17494,32348,,7,5,12,p4,1,,12
187,2,1,0.271,19796.43,17432,23037,,8,5,12,p4,1,,12
187,3,1,0.478,19912.147,16953,23716,,9,5,12,p4,1,,12
158,1,1,0.27,20073.231,17617,25623,,10,5,12,p4,1,,12
158,2,1,0.332,21045.255,18109,27291,,11,5,12,p4,1,,12
158,3,1,0.328,20411.687,17322,26824,,12,5,12,p4,1,,12
204,1,1,0.343,20640.537,17440,27626,,1,6,12,p4,1,,12
204,2,1,0.206,20008.045,17610,24159,,2,6,12,p4,1,,12
204,3,1,0.451,19930.739,17399,25401,,3,6,12,p4,1,,12
173,1,1,0.256,20458.398,18483,22675,,4,6,12,p4,1,,12
173,2,1,0.351,20463.464,17354,26293,,5,6,12,p4,1,,12
173,3,1,0.291,20412.94,17961,22782,,6,6,12,p4,1,,12
197,1,1,0.426,20025.226,17269,25965,,7,6,12,p4,1,,12
197,2,1,0.299,20100.457,18024,23497,,8,6,12,p4,1,,12
197,3,1,0.301,20068.647,17799,24442,,9,6,12,p4,1,,12
193,1,1,0.519,19767.05,16902,26863,,10,6,12,p4,1,,12
193,2,1,0.581,19874.208,16875,27363,,11,6,12,p4,1,,12
193,3,1,0.331,19016.27,17001,22134,,12,6,12,p4,1,,12
189,1,1,0.509,19522.146,16563,27039,,1,7,12,p4,1,,12
189,2,1,0.302,19236.875,17539,25166,,2,7,12,p4,1,,12
189,3,1,0.576,19787.985,17380,26967,,3,7,12,p4,1,,12
167,1,1,0.287,19819.455,17619,23843,,4,7,12,p4,1,,12
167,2,1,0.468,20045.06,17350,25742,,5,7,12,p4,1,,12
167,3,1,0.29,19946.182,17925,22694,,6,7,12,p4,1,,12
166,1,1,0.539,19656.42,17201,29922,,7,7,12,p4,1,,12
166,2,1,0.285,19451.05,17253,26126,,8,7,12,p4,1,,12
166,3,1,0.505,19420.889,16847,25563,,9,7,12,p4,1,,12
172,1,1,0.305,20065.288,17896,22074,,10,7,12,p4,1,,12
172,2,1,0.489,20237.446,16967,24010,,11,7,12,p4,1,,12
172,3,1,0.319,20138.616,18152,22187,,12,7,12,p4,1,,12
Ftc555,1,1,0.35,19936.961,16693,61731,,1,8,3,p4,1,,12
Ftc555,2,1,0.273,19436.405,17429,23098,,2,8,3,p4,1,,12
Ftc555,3,1,0.445,20117.084,17148,32612,,3,8,3,p4,1,,12
195,1,1,0.4,20343.401,17714,24310,,1,1,12,p4,2,,5
195,2,1,0.277,19803.618,17464,21876,,2,1,12,p4,2,,5
195,3,1,0.382,20595.571,18016,25239,,3,1,12,p4,2,,5
Bt22,1,1,0.568,20573.509,17806,28383,,4,1,12,p4,2,,5
Bt22,2,1,0.281,20182.282,17925,25785,,5,1,12,p4,2,,5
Bt22,3,1,0.476,20531.291,18069,27080,,6,1,12,p4,2,,5
KN99,1,1,0.079,19574.096,17881,25329,,7,1,12,p4,2,yes,5
KN99,2,1,0.884,20223.527,16810,25788,,8,1,12,p4,2,,5
KN99,3,1,0.448,20725.286,17928,25145,,9,1,12,p4,2,yes,5
Ftc555,1,1,0.477,20669.238,17757,24914,,10,1,12,p4,2,,5
Ftc555,2,1,0.337,20661.946,17906,25279,,11,1,12,p4,2,,5
Ftc555,3,1,0.416,20618.49,17752,24130,,12,1,12,p4,2,,5
198,1,1,0.26,19985.456,18159,21900,,1,2,12,p4,2,,5
198,2,1,0.394,20344.695,17678,25495,,2,2,12,p4,2,,5
198,3,1,0.274,20104.155,18149,25690,,3,2,12,p4,2,,5
175,1,1,0.399,20132.489,17235,24820,,4,2,12,p4,2,,5
175,2,1,0.247,19595.352,17801,24148,,5,2,12,p4,2,,5
175,3,1,0.521,20489.975,17916,26532,,6,2,12,p4,2,,5
161,1,1,0.221,19706.384,17524,29452,,7,2,12,p4,2,,5
161,2,1,0.467,19981.275,16801,24284,,8,2,12,p4,2,,5
161,3,1,0.29,20192.269,17875,26430,,9,2,12,p4,2,,5
191,1,1,0.411,20511.017,17571,23526,,10,2,12,p4,2,,5
191,2,1,0.227,20003.163,17635,24136,,11,2,12,p4,2,,5
191,3,1,0.372,20095.696,17244,23404,,12,2,12,p4,2,,5
199,1,1,0.293,19913.853,17616,23721,,1,3,12,p4,2,,5
199,2,1,0.453,20187.249,17768,25450,,2,3,12,p4,2,,5
199,3,1,0.286,19968.939,17557,23857,,3,3,12,p4,2,,5
170,1,1,0.476,20015.615,17700,25111,,4,3,12,p4,2,,5
170,2,1,0.27,19749.623,17726,22670,,5,3,12,p4,2,,5
170,3,1,0.482,20087.773,17390,27332,,6,3,12,p4,2,,5
178,1,1,0.334,19931.777,17642,29846,,7,3,12,p4,2,,5
178,2,1,0.583,20152.426,17280,28212,,8,3,12,p4,2,,5
178,3,1,0.311,19759.754,17428,25293,,9,3,12,p4,2,,5
202,1,1,0.248,19509.667,17532,21518,,10,3,12,p4,2,,5
202,2,1,0.419,19972.959,17041,25240,,11,3,12,p4,2,,5
202,3,1,0.296,19327.784,17179,21986,,12,3,12,p4,2,,5
182,1,1,0.273,19688.769,17718,23380,,1,4,12,p4,2,,5
182,2,1,0.447,20344.376,17556,26163,,2,4,12,p4,2,,5
182,3,1,0.325,20122.665,17299,24168,,3,4,12,p4,2,,5
160,1,1,0.429,20025.61,17147,26445,,4,4,12,p4,2,,5
160,2,1,0.193,19707.586,17308,23308,,5,4,12,p4,2,,5
160,3,1,0.506,20274.636,17056,27757,,6,4,12,p4,2,,5
159,1,1,0.531,20321.328,17477,28838,,7,4,12,p4,2,,5
159,2,1,0.269,19705.909,17805,25996,,8,4,12,p4,2,,5
159,3,1,0.471,20107.514,17622,24262,,9,4,12,p4,2,,5
192,1,1,0.279,19751.287,17502,23798,,10,4,12,p4,2,,5
192,2,1,0.535,20428.334,17858,28309,,11,4,12,p4,2,,5
192,3,1,0.306,19860.163,17655,24133,,12,4,12,p4,2,,5
169,1,1,0.447,20283.974,17128,25812,,1,5,12,p4,2,,5
169,2,1,0.272,20236.1,18354,23992,,2,5,12,p4,2,,5
169,3,1,0.407,20355.673,17439,27768,,3,5,12,p4,2,,5
163,1,1,0.438,20465.333,17788,32205,,4,5,12,p4,2,,5
163,2,1,0.27,20295.14,17440,22672,,5,5,12,p4,2,,5
163,3,1,0.402,20484.988,17670,25576,,6,5,12,p4,2,,5
164,1,1,0.265,20572.927,18566,29441,,7,5,12,p4,2,,5
164,2,1,0.404,20564.087,17532,25843,,8,5,12,p4,2,,5
164,3,1,0.273,20257.698,17884,22328,,9,5,12,p4,2,,5
200,1,1,0.432,20049.204,17690,25703,,10,5,12,p4,2,,5
200,2,1,0.229,19407.607,17635,25035,,11,5,12,p4,2,,5
200,3,1,0.498,19836.109,17199,27825,,12,5,12,p4,2,,5
203,1,1,0.288,20198.099,17642,25699,,1,6,12,p4,2,,5
203,2,1,0.352,20465.872,17473,38147,,2,6,12,p4,2,,5
203,3,1,0.24,20402.342,18122,26021,,3,6,12,p4,2,,5
186,1,1,0.436,20059.025,17513,28123,,4,6,12,p4,2,,5
186,2,1,0.231,19738.859,17705,23661,,5,6,12,p4,2,,5
186,3,1,0.484,20304.52,17794,27302,,6,6,12,p4,2,,5
177,1,1,0.275,20085,17384,33337,,7,6,12,p4,2,,5
177,2,1,0.338,20189.934,17085,27034,,8,6,12,p4,2,,5
177,3,1,0.376,20173.513,17489,25652,,9,6,12,p4,2,,5
179,1,1,0.326,20192.152,17560,25856,,10,6,12,p4,2,,5
179,2,1,0.408,20509.527,16941,25760,,11,6,12,p4,2,,5
179,3,1,0.379,20274.102,17139,23092,,12,6,12,p4,2,,5
183,1,1,0.582,20178.114,17306,27248,,1,7,12,p4,2,,5
183,2,1,0.163,19314.898,17699,23090,,2,7,12,p4,2,,5
183,3,1,0.63,20193.185,17334,27768,,3,7,12,p4,2,,5
184,1,1,0.396,20425.411,17719,31770,,4,7,12,p4,2,,5
184,2,1,0.293,20186.723,17736,22154,,5,7,12,p4,2,,5
184,3,1,0.38,20379.835,17133,23909,,6,7,12,p4,2,,5
165,1,1,0.251,19549.355,17768,31386,,7,7,12,p4,2,,5
165,2,1,0.449,19797.506,17072,26914,,8,7,12,p4,2,,5
165,3,1,0.296,19194.713,17101,23158,,9,7,12,p4,2,,5
156,1,1,0.222,19031.448,17247,25043,,10,7,12,p4,2,,5
156,2,1,0.422,19938.414,17644,27687,,11,7,12,p4,2,,5
156,3,1,0.248,19155.131,17162,23213,,12,7,12,p4,2,,5
222,1,1,0.28,20239.838,18416,25402,,1,1,12,p5,1,,10
222,2,1,0.274,19503.646,18847,22293,,2,1,12,p5,1,,10
222,3,1,0.351,20248.948,18178,26273,,3,1,12,p5,1,,10
254,1,1,0.489,20195.164,17805,24354,,4,1,12,p5,1,,10
254,2,1,0.258,20166.557,18918,23236,,5,1,12,p5,1,,10
254,3,1,0.425,20276.653,18118,25560,,6,1,12,p5,1,,10
223,1,1,0.283,19875.536,18822,23482,,7,1,12,p5,1,,10
223,2,1,0.379,19936.79,18004,26246,,8,1,12,p5,1,,10
223,3,1,0.27,19806.173,18794,22770,,9,1,12,p5,1,,10
228,1,1,0.433,20555.661,18245,24873,,10,1,12,p5,1,,10
228,2,1,0.264,20316.703,18777,25945,,11,1,12,p5,1,,10
228,3,1,0.446,20244.994,18079,25379,,12,1,12,p5,1,,10
243,1,1,0.371,20585.519,18150,22962,,1,2,12,p5,1,,10
243,2,1,,,,,,2,2,12,p5,1,,10
243,3,1,0.425,20727.287,18398,23143,,3,2,12,p5,1,,10
240,1,1,0.233,19790.356,18848,22365,,4,2,12,p5,1,,10
240,2,1,0.471,20430.145,18171,24913,,5,2,12,p5,1,,10
240,3,1,0.312,19771.602,18544,21677,,6,2,12,p5,1,,10
242,1,1,0.417,20417.831,18022,23858,,7,2,12,p5,1,,10
242,2,1,0.308,20721.777,19505,21867,,8,2,12,p5,1,,10
242,3,1,0.528,20604.848,18177,22757,,9,2,12,p5,1,,10
248,1,1,0.248,20342.618,19047,21542,,10,2,12,p5,1,,10
248,2,1,0.439,20660.92,18495,27047,,11,2,12,p5,1,,10
248,3,1,0.285,20263.144,18534,24052,,12,2,12,p5,1,,10
226,1,1,0.245,19901.186,18283,22054,,1,3,12,p5,1,,10
226,2,1,0.384,20106.913,18093,24317,,2,3,12,p5,1,,10
226,3,1,0.22,19900.146,18334,22620,,3,3,12,p5,1,,10
210,1,1,0.378,19945.743,18281,25961,,4,3,12,p5,1,,10
210,2,1,0.249,19565.344,18329,21794,,5,3,12,p5,1,,10
210,3,1,0.445,20180.532,18335,23132,,6,3,12,p5,1,,10
237,1,1,0.338,20108.078,18028,23880,,7,3,12,p5,1,,10
237,2,1,0.245,19821.131,18723,21336,,8,3,12,p5,1,,10
237,3,1,0.288,19931.516,18578,21929,,9,3,12,p5,1,,10
209,1,1,0.479,20343.65,18135,23393,,10,3,12,p5,1,,10
209,2,1,0.253,20103.708,18783,26422,,11,3,12,p5,1,,10
209,3,1,0.452,20259.648,18055,25126,,12,3,12,p5,1,,10
220,1,1,0.299,19214.362,18192,21827,,1,4,12,p5,1,,10
220,2,1,0.277,18903.374,18022,23481,,2,4,12,p5,1,,10
220,3,1,0.62,19742.86,17619,27290,,3,4,12,p5,1,,10
229,1,1,0.561,20373.553,17923,23864,,4,4,12,p5,1,,10
229,2,1,0.237,19531.515,18341,21348,,5,4,12,p5,1,,10
229,3,1,0.438,20348.181,18248,23955,,6,4,12,p5,1,,10
219,1,1,0.298,19412.818,18361,22415,,7,4,12,p5,1,,10
219,2,1,0.418,19482.726,18044,24657,,8,4,12,p5,1,,10
219,3,1,0.295,19454.211,18304,22433,,9,4,12,p5,1,,10
239,1,1,0.462,19732.357,18123,24067,,10,4,12,p5,1,,10
239,2,1,0.458,19252.921,17632,23106,,11,4,12,p5,1,,10
239,3,1,0.595,19698.975,18093,25276,,12,4,12,p5,1,,10
252,1,1,0.3,19731.267,18799,22186,,1,5,12,p5,1,,10
252,2,1,0.435,20485.165,18603,25252,,2,5,12,p5,1,,10
252,3,1,0.279,20037.517,19115,21954,,3,5,12,p5,1,,10
246,1,1,0.536,20286.472,18115,23765,,4,5,12,p5,1,,10
246,2,1,0.296,19772.561,18902,22601,,5,5,12,p5,1,,10
246,3,1,0.449,20389.243,18291,23968,,6,5,12,p5,1,,10
208,1,1,0.28,19684.457,18487,22991,,7,5,12,p5,1,,10
208,2,1,0.458,20035.307,17804,25780,,8,5,12,p5,1,,10
208,3,1,0.284,19794.603,18844,21744,,9,5,12,p5,1,,10
247,1,1,0.472,20326.045,11294,25672,,10,5,12,p5,1,,10
247,2,1,0.266,20159.233,18972,21431,,11,5,12,p5,1,,10
247,3,1,0.519,20323.605,18209,25111,,12,5,12,p5,1,,10
215,1,1,0.275,19992.094,18708,21108,,1,6,12,p5,1,,10
215,2,1,0.401,20447.394,18346,24668,,2,6,12,p5,1,,10
215,3,1,0.234,20289.304,19111,21859,,3,6,12,p5,1,,10
250,1,1,0.368,20561.37,18347,23597,,4,6,12,p5,1,,10
250,2,1,0.271,20260.236,19431,21394,,5,6,12,p5,1,,10
250,3,1,0.439,20840.433,18583,23803,,6,6,12,p5,1,,10
207,1,1,0.431,20388.257,18279,27192,,7,6,12,p5,1,,10
207,2,1,0.224,19826.34,18593,24275,,8,6,12,p5,1,,10
207,3,1,0.438,20257.729,18305,26885,,9,6,12,p5,1,,10
206,1,1,0.326,20355.997,18655,24109,,10,6,12,p5,1,,10
206,2,1,0.56,20226.361,18207,25697,,11,6,12,p5,1,,10
206,3,1,0.306,19960.07,18599,22155,,12,6,12,p5,1,,10
Ftc555,1,1,0.282,20916.649,19552,21821,,1,7,12,p5,1,,10
Ftc555,2,1,0.593,21575.009,19409,25627,,2,7,12,p5,1,,10
Ftc555,3,1,0.321,20681.102,17611,25627,,3,7,12,p5,1,,10
KN99,1,1,1.056,20460.445,18186,26570,,4,7,12,p5,1,,10
KN99,2,1,0.365,20876.968,19306,23509,,5,7,12,p5,1,,10
KN99,3,1,1.017,20951.334,18793,23950,,6,7,12,p5,1,,10
Bt22,1,1,0.316,19297.368,17759,22510,,7,7,12,p5,1,,10
Bt22,2,1,0.28,19897.091,18385,22897,,8,7,12,p5,1,,10
Bt22,3,1,0.305,19935.783,18809,23024,,9,7,12,p5,1,,10
217,1,1,0.54,20379.08,17471,25060,,10,7,12,p5,1,,10
217,2,1,0.363,19536.7,17624,28825,,11,7,12,p5,1,,10
217,3,1,0.829,20027.904,17205,27855,,12,7,12,p5,1,,10
253,3,1,0.52,19963.696,17113,28944,,1,1,12,p5,2,,11
253,2,1,0.353,19517.079,17506,22528,,2,1,12,p5,2,,11
253,1,1,0.308,20249.228,18124,23406,,3,1,12,p5,2,,11
218,3,1,0.326,19748.259,17366,23460,,4,1,12,p5,2,,11
218,2,1,0.771,20322.78,17216,29036,,5,1,12,p5,2,,11
218,1,1,0.337,20122.176,17920,26982,,6,1,12,p5,2,,11
221,3,1,0.473,20486.774,17964,30166,,7,1,12,p5,2,,11
221,2,1,0.322,19725.116,17785,23438,,8,1,12,p5,2,,11
221,1,1,0.495,19757.839,17275,24849,,9,1,12,p5,2,,11
227,3,1,0.285,19816.829,17906,22316,,10,1,12,p5,2,,11
227,2,1,0.395,20342.64,17402,24694,,11,1,12,p5,2,,11
227,1,1,0.284,19204.721,17233,25269,,12,1,12,p5,2,,11
216,3,1,0.601,20034.291,17294,27422,,1,2,12,p5,2,,11
216,2,1,0.389,20057.743,16851,25716,,2,2,12,p5,2,,11
216,1,1,0.377,19255.786,17302,22274,,3,2,12,p5,2,,11
232,3,1,0.517,20087.787,17254,38788,,4,2,12,p5,2,,11
232,2,1,0.352,18828.113,16967,23930,,5,2,12,p5,2,,11
232,1,1,0.575,19878.425,16825,26845,,6,2,12,p5,2,,11
238,3,1,0.284,19679.219,17944,23460,,7,2,12,p5,2,,11
238,2,1,0.584,20060.115,17668,27839,,8,2,12,p5,2,,11
238,1,1,0.252,18986.189,17421,22055,,9,2,12,p5,2,,11
244,3,1,0.536,20420.546,17733,26618,,10,2,12,p5,2,,11
244,2,1,0.256,19657.136,17417,22910,,11,2,12,p5,2,,11
244,1,1,0.497,20010.433,16971,26422,,12,2,12,p5,2,,11
233,3,1,0.51,19515.074,16954,29014,,1,3,12,p5,2,,11
233,2,1,0.566,19906.741,17294,25155,,2,3,12,p5,2,,11
233,1,1,0.289,19470.563,17736,23493,,3,3,12,p5,2,,11
235,3,1,0.488,20032.23,17133,36068,,4,3,12,p5,2,,11
235,2,1,0.271,19717.068,17634,24354,,5,3,12,p5,2,,11
235,1,1,0.407,20349.693,17577,25349,,6,3,12,p5,2,,11
225,3,1,0.267,19283.291,17644,30603,,7,3,12,p5,2,,11
225,2,1,0.402,19703.932,16882,23855,,8,3,12,p5,2,,11
225,1,1,0.276,19553.306,17323,27515,,9,3,12,p5,2,,11
235?,3,1,0.25,18837.298,16988,21340,,10,3,12,p5,2,,11
235?,2,1,0.432,19521.241,17030,26727,,11,3,12,p5,2,,11
235?,1,1,0.254,19010.842,17232,26099,,12,3,12,p5,2,,11
224,3,1,0.523,19715.647,17197,29315,,1,4,12,p5,2,,11
224,2,1,0.709,19961.928,17070,24985,,2,4,12,p5,2,,11
224,1,1,0.403,19476.515,17207,22814,,3,4,12,p5,2,,11
251,3,1,0.316,19461.147,17623,26284,,4,4,12,p5,2,,11
251,2,1,0.236,18424.952,16882,25316,,5,4,12,p5,2,,11
251,1,1,0.528,19286.702,16955,26945,,6,4,12,p5,2,,11
214,3,1,0.689,20703.185,18122,33208,,7,4,12,p5,2,,11
214,2,1,0.349,19731.011,17281,24021,,8,4,12,p5,2,,11
214,1,1,0.599,20068.291,16976,26525,,9,4,12,p5,2,,11
231,3,1,0.334,19837.112,17529,23881,,10,4,12,p5,2,,11
231,2,1,0.567,19870.666,16779,26652,,11,4,12,p5,2,,11
231,1,1,0.276,19452.235,17450,25143,,12,4,12,p5,2,,11
234,3,1,0.562,19717.037,17042,29556,,1,5,12,p5,2,,11
234,2,1,0.269,19180.42,17363,23122,,2,5,12,p5,2,,11
234,1,1,0.539,19794.295,17032,26901,,3,5,12,p5,2,,11
212,3,1,0.438,19434.868,17153,25206,,4,5,12,p5,2,,11
212,2,1,0.272,18956.952,17385,27804,,5,5,12,p5,2,,11
212,1,1,0.452,19663.106,17434,25021,,6,5,12,p5,2,,11
211,3,1,0.501,19347.224,16940,32216,,7,5,12,p5,2,,11
211,2,1,0.321,18976.703,17152,23949,,8,5,12,p5,2,,11
211,1,1,0.646,19234.937,16307,27348,,9,5,12,p5,2,,11
205,3,1,0.446,20158.195,17060,26831,,10,5,12,p5,2,,11
205,2,1,0.308,19903.298,17918,23577,,11,5,12,p5,2,,11
205,1,1,0.32,18886.974,16782,23915,,12,5,12,p5,2,,11
213,3,1,0.643,20015.091,16970,30901,,1,6,12,p5,2,,11
213,2,1,0.318,19174.699,17405,24061,,2,6,12,p5,2,,11
213,1,1,0.475,19693.333,16880,24587,,3,6,12,p5,2,,11
236,3,1,0.294,19395.707,17435,22346,,4,6,12,p5,2,,11
236,2,1,0.604,20210.055,17070,25825,,5,6,12,p5,2,,11
236,1,1,0.312,19810.435,17706,23576,,6,6,12,p5,2,,11
249,3,1,0.244,20159.333,17640,23404,,7,6,12,p5,2,,11
249,2,1,0.684,20190.428,16958,29945,,8,6,12,p5,2,,11
249,1,1,0.277,19777.173,17381,25505,,9,6,12,p5,2,,11
245,3,1,0.577,19889.738,16944,25976,,10,6,12,p5,2,,11
245,2,1,0.374,19444.123,17234,24887,,11,6,12,p5,2,,11
245,1,1,0.476,19940.004,17302,27146,,12,6,12,p5,2,,11
Ftc555,3,1,0.319,20430.881,17518,29814,,1,7,12,p5,2,,11
Ftc555,2,1,0.498,19816.309,16207,23865,,2,7,12,p5,2,,11
Ftc555,1,1,0.441,19686.806,17080,24097,,3,7,12,p5,2,,11
KN99,3,1,0.323,18912.665,17045,27505,,4,7,12,p5,2,yes,11
KN99,2,1,0.795,19906.599,16624,30789,,5,7,12,p5,2,,11
KN99,1,1,0.449,19200.726,16901,26574,,6,7,12,p5,2,yes,11
Bt22,3,1,0.523,19875.654,17196,32393,,7,7,12,p5,2,,11
Bt22,2,1,0.309,19451.787,17413,28802,,8,7,12,p5,2,,11
Bt22,1,1,0.577,19700.531,16737,26618,,9,7,12,p5,2,,11
241,3,1,0.505,19802.383,16909,24373,,10,7,12,p5,2,,11
241,2,1,0.27,19488.421,16753,25301,,11,7,12,p5,2,,11
241,1,1,0.521,19873.493,16695,25293,,12,7,12,p5,2,,11
294,3,1,0.278,20879.104,19557,22533,,1,1,12,p6,1,,8
294,2,1,0.454,20726.655,18560,26081,,2,1,12,p6,1,,8
294,1,1,0.258,20514.848,19054,22404,,3,1,12,p6,1,,8
283,3,1,0.6,20486.17,18254,27286,,4,1,12,p6,1,,8
283,2,1,0.191,19490.007,18810,22167,,5,1,12,p6,1,,8
283,1,1,0.527,20257.567,18469,26709,,6,1,12,p6,1,,8
292,3,1,0.49,20253.634,17783,24091,,7,1,12,p6,1,,8
292,2,1,0.27,20196.674,18948,22444,,8,1,12,p6,1,,8
292,1,1,0.411,20551.02,18526,24053,,9,1,12,p6,1,,8
279,3,1,0.573,20088.293,18114,24903,,10,1,12,p6,1,,8
279,2,1,0.462,20535.66,18176,23092,,11,1,12,p6,1,,8
279,1,1,0.299,19741.874,18769,21912,,12,1,12,p6,1,,8
293,3,1,0.805,18232.033,16636,27977,,1,2,12,p6,1,,8
293,2,1,0.43,18268.719,16816,25503,,2,2,12,p6,1,,8
293,1,1,0.929,18979.647,16576,26427,,3,2,12,p6,1,,8
305,3,1,0.609,19126.69,16577,26019,,4,2,12,p6,1,,8
305,2,1,0.31,18265.24,17000,23789,,5,2,12,p6,1,,8
305,1,1,0.472,19076.707,16891,26027,,6,2,12,p6,1,,8
280,3,1,0.574,18415.665,14447,45013,,7,2,12,p6,1,,8
280,2,1,0.561,18393.246,16644,26213,,8,2,12,p6,1,,8
280,1,1,0.723,18332.428,16792,26054,,9,2,12,p6,1,,8
268,3,1,0.523,18803.745,16654,26531,,10,2,12,p6,1,,8
268,2,1,0.317,19887.119,18856,22217,,11,2,12,p6,1,,8
268,1,1,0.593,20398.959,18334,23885,,12,2,12,p6,1,,8
266,3,1,0.243,20617.019,19544,24882,,1,3,12,p6,1,,8
266,2,1,0.426,20667.763,18176,22583,,2,3,12,p6,1,,8
266,1,1,0.257,20447.003,19331,26914,,3,3,12,p6,1,,8
278,3,1,0.347,20525.435,18049,30103,,4,3,12,p6,1,,8
278,2,1,0.24,20222.416,18756,21315,,5,3,12,p6,1,,8
278,1,1,0.44,20388.007,17888,23212,,6,3,12,p6,1,,8
302,3,1,0.255,19963.76,18103,44720,,7,3,12,p6,1,,8
302,2,1,0.472,20406.413,18286,23173,,8,3,12,p6,1,,8
302,1,1,0.266,20130.354,19086,21422,,9,3,12,p6,1,,8
285,3,1,0.511,20263.334,17964,24220,,10,3,12,p6,1,,8
285,2,1,0.309,19902.035,18695,23250,,11,3,12,p6,1,,8
285,1,1,0.462,20250.695,18302,24760,,12,3,12,p6,1,,8
288,3,1,0.286,19763.017,18677,21098,,1,4,12,p6,1,,8
288,2,1,0.412,20210.571,17639,23312,,2,4,12,p6,1,,8
288,1,1,0.268,20665.873,19526,21631,,3,4,12,p6,1,,8
298,3,1,0.533,20131.871,18180,23913,,4,4,12,p6,1,,8
298,2,1,0.286,20531.84,19003,23224,,5,4,12,p6,1,,8
298,1,1,0.572,20383.772,18184,23677,,6,4,12,p6,1,,8
299,3,1,0.342,20259.374,18029,23651,,7,4,12,p6,1,,8
299,2,1,0.513,20277.804,18188,23151,,8,4,12,p6,1,,8
299,1,1,0.388,20400.49,18361,23880,,9,4,12,p6,1,,8
